LAST_NAME,PLAYER_NAME,POSITION,GEN_POST,MPG,PPG,FG_PCT,FG3_PCT,FT_PCT,RPG,APG,SPG,BPG,TPG,FPG
Anderson,Kenny Anderson,PG,Guard,22.8,6.7,0.423,0.292,0.764,2.3,3.5,1.1,0.0,1.3,2.0
Satterfield,Kenny Satterfield,PG,Guard,14.2,4.3,0.334,0.219,0.731,1.2,2.3,0.7,0.0,1.3,1.0
Thomas,Kenny Thomas,PF,Front,23.8,7.5,0.459,0.067,0.541,5.9,1.2,0.7,0.3,1.4,2.2
Williams,Kenrich Williams,SG,Guard,22.9,4.9,0.363,0.296,0.529,4.9,1.6,0.8,0.5,0.7,2.2
Bazemore,Kent Bazemore,SF,Wing,20.9,8.6,0.409,0.344,0.704,3.1,1.8,1.0,0.4,1.4,1.9
Caldwell-Pope,Kentavious Caldwell-Pope,SG,Guard,29.2,11.6,0.420,0.349,0.792,3.1,1.6,1.1,0.1,1.0,1.8
Martin,Kenyon Martin,PF,Front,28.3,10.7,0.487,0.154,0.596,6.5,1.6,1.0,0.9,1.5,3.2
Clark,Keon Clark,C,Front,20.9,6.9,0.451,0.0,0.480,5.4,0.8,0.5,1.3,1.0,2.3
Kittles,Kerry Kittles,SG,Guard,29.6,11.4,0.442,0.361,0.729,3.5,2.3,1.3,0.4,0.9,1.4
Burleson,Kevin Burleson,PG,Guard,8.7,1.8,0.25,0.185,0.941,0.7,1.2,0.7,0.1,0.6,1.6
Durant,Kevin Durant,SF,Wing,36.6,26.8,0.495,0.379,0.879,7.0,4.1,1.0,1.1,3.0,1.8
Edwards,Kevin Edwards,PG,Guard,13.8,3.5,0.329,0.263,0.810,1.8,1.1,0.6,0.2,0.8,1.0
Garnett,Kevin Garnett,PF,Front,32.2,16.7,0.496,0.194,0.801,9.8,3.5,1.1,1.1,1.9,2.3
Hervey,Kevin Hervey,PF,Front,2.9,0.3,0.091,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.1
Huerter,Kevin Huerter,SG,Guard,29.3,10.9,0.416,0.382,0.78,3.6,3.3,0.9,0.4,1.5,2.3
Jones,Kevin Jones,PF,Front,10.4,3.0,0.402,0.0,0.6,2.4,0.3,0.3,0.2,0.3,0.8
Knox II,Kevin Knox II,SF,Wing,23.3,9.6,0.364,0.335,0.685,3.6,1.0,0.5,0.3,1.1,1.9
Love,Kevin Love,PF,Front,31.9,18.2,0.434,0.338,0.828,11.3,2.3,0.6,0.4,1.9,2.1
Martin,Kevin Martin,SG,Guard,29.9,17.1,0.429,0.366,0.857,3.1,1.9,0.8,0.1,1.6,1.8
Murphy,Kevin Murphy,SG,Guard,3.1,0.9,0.25,0.2,0.0,0.2,0.1,0.1,0.0,0.2,0.2
Ollie,Kevin Ollie,PG,Guard,14.8,3.4,0.405,0.194,0.807,1.4,2.0,0.4,0.0,0.6,1.1
Porter Jr.,Kevin Porter Jr.,PG,Guard,23.2,10.0,0.442,0.335,0.723,3.2,2.2,0.9,0.3,1.9,2.7
Seraphin,Kevin Seraphin,PF,Front,14.6,5.6,0.488,0.0,0.730,3.3,0.5,0.1,0.7,1.0,2.0
Willis,Kevin Willis,C,Front,13.3,4.7,0.433,0.027,0.747,3.6,0.3,0.4,0.3,0.7,1.9
Pinkney,Kevinn Pinkney,PF,Front,16.7,5.2,0.444,0.5,0.667,2.5,0.8,0.5,0.5,0.7,2.0
Looney,Kevon Looney,PF,Front,11.6,3.6,0.533,0.218,0.506,3.2,0.7,0.4,0.4,0.4,1.5
Dooling,Keyon Dooling,PG,Guard,18.2,6.5,0.415,0.329,0.801,1.1,1.9,0.5,0.0,1.0,1.6
El-Amin,Khalid El-Amin,PG,Guard,18.7,6.3,0.37,0.333,0.778,1.6,2.9,1.0,0.0,1.1,2.0
Birch,Khem Birch,C,Front,15.4,4.2,0.543,0.0,0.666,4.2,0.8,0.4,0.5,0.5,1.5
Middleton,Khris Middleton,SF,Wing,30.2,15.5,0.455,0.389,0.870,4.4,3.1,1.2,0.1,1.8,2.5
Thomas,Khyri Thomas,SG,Guard,7.5,2.2,0.306,0.321,0.568,0.4,0.3,0.3,0.1,0.3,0.9
English,Kim English,SG,Guard,9.9,2.9,0.375,0.28,0.724,0.9,0.6,0.4,0.1,0.5,1.1
Haston,Kirk Haston,PF,Front,4.9,1.1,0.199,0.0,0.5,0.9,0.3,0.0,0.2,0.4,0.7
Hinrich,Kirk Hinrich,PG,Guard,29.8,10.3,0.407,0.375,0.796,2.8,4.6,1.0,0.2,1.7,2.7
Penney,Kirk Penney,SF,Wing,6.0,1.0,0.25,0.166,0.0,0.4,0.4,0.2,0.0,1.0,0.2
Snyder,Kirk Snyder,SG,Guard,17.0,6.3,0.446,0.294,0.695,2.4,1.2,0.4,0.3,0.9,1.5
Thompson,Klay Thompson,SG,Guard,32.8,19.3,0.458,0.419,0.845,3.4,2.3,0.8,0.5,1.7,2.1
Bryant,Kobe Bryant,SG,Guard,37.3,26.1,0.440,0.315,0.839,5.4,5.1,1.4,0.4,3.3,2.4
Simmons,Kobi Simmons,PG,Guard,11.0,3.0,0.211,0.141,0.5,0.8,1.0,0.3,0.1,0.7,0.9
David,Kornel David,SF,Wing,7.7,2.3,0.49,0.0,0.923,1.9,0.3,0.2,0.1,0.4,1.0
Koufos,Kosta Koufos,C,Front,15.2,5.3,0.522,0.0,0.576,4.6,0.5,0.4,0.6,0.6,1.9
Perovic,Kosta Perovic,C,Front,5.4,1.4,0.3,0.0,0.667,1.9,0.1,0.0,0.3,0.1,0.9
Antetokounmpo,Kostas Antetokounmpo,PF,Front,3.6,0.5,0.0,0.0,0.25,0.4,0.1,0.5,0.0,0.2,0.0
Papanikolaou,Kostas Papanikolaou,SF,Wing,14.9,3.4,0.357,0.302,0.682,2.1,1.3,0.6,0.2,1.0,1.3
Dunn,Kris Dunn,PG,Guard,25.3,8.9,0.418,0.305,0.721,3.5,4.4,1.6,0.4,1.9,3.0
Humphries,Kris Humphries,PF,Front,17.2,6.5,0.449,0.076,0.695,5.1,0.6,0.3,0.5,0.8,1.7
Joseph,Kris Joseph,SF,Wing,5.4,0.9,0.143,0.0,0.625,0.7,0.1,0.3,0.0,0.2,0.3
Porzingis,Kristaps Porzingis,PF,Front,31.2,18.5,0.432,0.358,0.798,7.6,1.4,0.7,2.1,1.7,3.1
Thomas,Kurt Thomas,PF,Front,23.7,7.4,0.491,0.282,0.744,6.4,1.1,0.6,0.8,0.9,3.0
Brown,Kwame Brown,C,Front,21.0,6.1,0.495,0.041,0.522,5.3,0.8,0.5,0.5,1.2,2.2
Bowman,Ky Bowman,PG,Guard,22.6,7.4,0.417,0.308,0.829,2.7,2.9,1.0,0.2,1.6,2.3
Anderson,Kyle Anderson,SF,Wing,17.4,4.7,0.456,0.312,0.708,3.6,1.7,0.8,0.4,0.7,1.1
Collinsworth,Kyle Collinsworth,SF,Wing,15.0,3.2,0.384,0.235,0.525,3.3,1.8,0.5,0.3,0.8,1.4
Guy,Kyle Guy,SG,Guard,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korver,Kyle Korver,SF,Wing,24.9,9.5,0.441,0.430,0.863,2.9,1.7,0.6,0.3,1.0,2.0
Kuzma,Kyle Kuzma,PF,Front,29.6,15.7,0.446,0.322,0.732,5.4,1.8,0.5,0.4,1.7,2.1
Lowry,Kyle Lowry,PG,Guard,30.9,14.3,0.417,0.349,0.817,4.2,6.1,1.3,0.2,2.2,2.6
O'Quinn,Kyle O'Quinn,C,Front,13.5,5.1,0.509,0.155,0.721,4.3,1.3,0.3,0.9,0.9,1.9
Singler,Kyle Singler,SF,Wing,18.2,5.4,0.398,0.338,0.727,2.4,0.6,0.4,0.2,0.6,1.6
Weaver,Kyle Weaver,SG,Guard,15.5,4.6,0.394,0.380,0.805,1.9,1.3,0.5,0.4,0.9,1.0
Wiltjer,Kyle Wiltjer,PF,Front,3.1,0.9,0.286,0.308,0.5,0.7,0.1,0.2,0.1,0.4,0.3
Irving,Kyrie Irving,PG,Guard,33.5,22.6,0.466,0.387,0.880,3.8,5.7,1.3,0.3,2.6,2.2
Fesenko,Kyrylo Fesenko,C,Front,7.5,2.2,0.469,0.0,0.462,2.2,0.2,0.2,0.3,0.4,1.5
Aldridge,LaMarcus Aldridge,C,Front,34.2,19.4,0.492,0.220,0.806,8.3,1.9,0.7,1.1,1.5,2.4
Ellis,LaPhonso Ellis,SF,Wing,21.1,7.1,0.421,0.292,0.726,4.4,0.7,0.5,0.6,1.0,2.6
Odom,Lamar Odom,SF,Wing,33.1,13.0,0.456,0.296,0.668,8.2,3.7,0.8,0.8,2.3,2.9
Patterson,Lamar Patterson,SG,Guard,9.6,2.1,0.275,0.206,0.697,1.4,1.1,0.2,0.0,0.7,1.2
Murray,Lamond Murray,SF,Wing,20.3,8.9,0.407,0.385,0.725,3.4,1.1,0.6,0.3,1.2,1.6
Allred,Lance Allred,C,Front,3.3,1.0,0.25,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.3
Stephenson,Lance Stephenson,SF,Wing,21.0,7.5,0.424,0.259,0.665,3.6,2.7,0.5,0.1,1.5,1.8
Thomas,Lance Thomas,SF,Wing,17.1,4.7,0.400,0.231,0.759,2.4,0.6,0.3,0.1,0.6,1.6
Fields,Landry Fields,SF,Wing,19.8,5.4,0.461,0.258,0.688,3.5,1.4,0.7,0.1,0.8,1.0
Shamet,Landry Shamet,SG,Guard,25.1,9.3,0.423,0.407,0.855,1.7,1.7,0.4,0.1,0.7,2.4
Galloway,Langston Galloway,PG,Guard,23.3,8.7,0.394,0.363,0.811,2.6,1.7,0.7,0.1,0.6,1.7
Ketner,Lari Ketner,PF,Front,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0
Profit,Laron Profit,PG,Guard,12.9,3.9,0.436,0.240,0.749,1.7,1.3,0.6,0.2,0.9,1.0
Drew II,Larry Drew II,PG,Guard,12.6,2.7,0.318,0.243,0.333,0.8,2.4,0.2,0.0,1.2,0.8
Hughes,Larry Hughes,SG,Guard,30.5,13.3,0.388,0.296,0.743,3.9,3.1,1.4,0.3,2.1,2.2
Johnson,Larry Johnson,SG,Guard,32.4,9.9,0.411,0.313,0.797,5.6,2.0,0.6,0.4,1.5,3.2
Nance Jr.,Larry Nance Jr.,PF,Front,23.5,8.1,0.537,0.246,0.695,6.6,1.7,1.2,0.5,0.9,2.3
Owens,Larry Owens,SF,Wing,11.3,2.5,0.416,0.431,0.597,1.6,0.6,0.4,0.2,0.3,1.4
Robinson,Larry Robinson,SG,Guard,12.0,3.7,0.307,0.439,0.437,1.8,0.5,0.4,0.0,0.3,0.9
Sanders,Larry Sanders,C,Front,17.3,5.5,0.435,0.0,0.604,4.9,0.6,0.6,1.4,0.8,2.6
Sprewell,Latrell Sprewell,SG,Guard,37.4,16.6,0.412,0.338,0.808,3.8,3.5,1.1,0.3,2.2,1.7
Markkanen,Lauri Markkanen,PF,Front,30.5,16.2,0.429,0.355,0.846,7.6,1.3,0.6,0.5,1.4,1.8
Postell,Lavor Postell,SG,Guard,7.5,3.3,0.338,0.263,0.812,0.6,0.2,0.2,0.0,0.6,0.5
Allen,Lavoy Allen,PF,Front,17.3,4.6,0.470,0.025,0.698,4.6,0.9,0.3,0.5,0.6,1.8
Funderburke,Lawrence Funderburke,PF,Front,10.9,4.2,0.477,0.0,0.604,2.5,0.3,0.1,0.2,0.3,0.9
Roberts,Lawrence Roberts,PF,Front,11.7,3.3,0.453,0.0,0.601,3.1,0.4,0.4,0.1,0.4,1.7
Hayward,Lazar Hayward,SF,Wing,7.7,2.5,0.299,0.189,0.789,1.0,0.5,0.3,0.0,0.2,0.8
James,LeBron James,SF,Wing,38.2,27.0,0.505,0.343,0.731,7.4,7.4,1.5,0.7,3.5,1.8
Barbosa,Leandro Barbosa,SG,Guard,20.9,10.1,0.453,0.371,0.815,1.9,2.0,0.7,0.1,1.1,1.8
Nailon,Lee Nailon,PF,Front,16.7,7.4,0.473,0.083,0.799,2.7,0.8,0.3,0.1,0.9,1.7
Powe,Leon Powe,PF,Front,13.2,5.8,0.493,0.0,0.655,3.5,0.2,0.2,0.2,0.7,2.0
Smith,Leon Smith,C,Front,5.6,2.1,0.442,0.0,0.323,2.1,0.1,0.2,0.0,0.1,0.9
Hudson,Lester Hudson,PG,Guard,10.9,4.6,0.364,0.332,0.731,1.4,1.3,0.7,0.1,0.9,0.9
Kleiza,Linas Kleiza,SF,Wing,20.0,8.6,0.422,0.306,0.762,3.5,0.7,0.4,0.1,1.0,2.1
Hunter,Lindsey Hunter,PG,Guard,15.6,4.6,0.341,0.287,0.722,1.3,1.8,0.7,0.1,0.8,1.4
Johnson,Linton Johnson,SF,Wing,11.1,2.6,0.348,0.289,0.512,2.5,0.3,0.3,0.2,0.5,1.4
Chalmers,Lionel Chalmers,PG,Guard,12.0,3.1,0.336,0.245,0.625,0.9,1.4,0.4,0.0,0.7,0.8
Perrantes,London Perrantes,PG,Guard,4.7,0.5,0.154,0.0,0.6,0.3,0.4,0.1,0.1,0.1,0.4
Walker IV,Lonnie Walker IV,SG,Guard,10.7,4.1,0.391,0.396,0.758,1.6,0.7,0.4,0.2,0.4,0.8
Baxter,Lonny Baxter,PF,Front,10.8,3.3,0.416,0.083,0.514,2.7,0.1,0.2,0.2,0.7,2.1
Ball,Lonzo Ball,PG,Guard,32.3,10.8,0.392,0.338,0.478,6.1,6.5,1.5,0.5,2.6,2.2
Woods,Loren Woods,C,Front,10.2,2.3,0.448,0.055,0.519,2.8,0.3,0.2,0.5,0.5,1.2
Wright,Lorenzen Wright,C,Front,21.4,7.2,0.427,0.0,0.562,5.6,0.7,0.5,0.6,1.0,2.6
Brown,Lorenzo Brown,PG,Guard,10.6,2.7,0.356,0.163,0.814,1.3,1.6,0.5,0.1,0.7,0.8
Amundson,Lou Amundson,PF,Front,11.2,3.0,0.455,0.0,0.406,3.1,0.3,0.3,0.6,0.6,1.8
Williams,Lou Williams,PG,Guard,24.1,13.8,0.421,0.338,0.816,2.1,3.3,0.8,0.1,1.7,1.2
King,Louis King,SF,Wing,6.2,2.0,0.381,0.364,0.0,1.0,0.5,0.2,0.0,0.2,1.0
Vaught,Loy Vaught,PF,Front,10.7,3.3,0.473,0.0,0.8,3.4,0.5,0.4,0.1,0.5,1.5
Longley,Luc Longley,C,Front,12.0,2.0,0.333,0.0,0.765,2.6,0.3,0.1,0.4,0.9,2.0
Mbah a Moute,Luc Mbah a Moute,PF,Front,22.6,6.3,0.458,0.264,0.628,3.8,0.8,0.8,0.3,0.9,1.8
Nogueira,Lucas Nogueira,C,Front,9.8,2.5,0.539,0.211,0.592,2.3,0.3,0.5,0.7,0.4,1.3
Harris,Lucious Harris,SG,Guard,22.4,8.0,0.420,0.353,0.814,2.6,1.6,0.6,0.1,0.7,1.2
Dort,Luguentz Dort,SG,Guard,22.0,6.2,0.414,0.301,0.778,1.9,0.7,0.8,0.1,0.5,2.7
Flores,Luis Flores,PG,Guard,4.8,2.2,0.483,0.5,1.0,0.2,0.7,0.1,0.0,0.7,0.6
Montero,Luis Montero,SG,Guard,3.7,0.6,0.131,0.055,0.375,0.6,0.0,0.0,0.0,0.6,0.0
Scola,Luis Scola,PF,Front,25.0,11.6,0.488,0.152,0.733,6.5,1.5,0.6,0.2,1.4,2.7
Doncic,Luka Doncic,PG,Guard,32.7,24.9,0.444,0.322,0.732,8.5,7.3,1.1,0.2,3.8,2.2
Samanic,Luka Samanic,PF,Front,12.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
Babbitt,Luke Babbitt,PF,Front,13.7,4.7,0.395,0.382,0.712,2.2,0.6,0.2,0.1,0.4,1.3
Harangody,Luke Harangody,PF,Front,12.0,3.4,0.368,0.24,0.740,2.7,0.4,0.3,0.2,0.2,1.2
Jackson,Luke Jackson,PF,Front,10.0,3.7,0.369,0.415,0.718,1.2,0.8,0.3,0.0,0.5,1.0
Kennard,Luke Kennard,SG,Guard,25.2,11.0,0.441,0.402,0.861,2.9,2.5,0.4,0.2,1.0,1.6
Kornet,Luke Kornet,PF,Front,16.2,6.5,0.403,0.334,0.755,2.7,1.1,0.3,0.8,0.5,1.2
Ridnour,Luke Ridnour,PG,Guard,25.5,9.0,0.426,0.342,0.846,2.2,4.3,0.9,0.1,1.6,2.1
Schenscher,Luke Schenscher,C,Front,9.1,1.7,0.459,0.0,0.511,1.9,0.2,0.1,0.3,0.3,1.7
Walton,Luke Walton,SF,Wing,16.3,4.3,0.405,0.323,0.603,2.6,2.2,0.5,0.1,1.0,1.4
Zeller,Luke Zeller,C,Front,3.6,1.2,0.346,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.3
Deng,Luol Deng,SF,Wing,31.9,13.4,0.456,0.299,0.712,5.5,2.0,0.9,0.4,1.5,1.5
Head,Luther Head,PG,Guard,20.7,7.5,0.417,0.377,0.783,2.2,2.0,0.6,0.1,1.1,1.3
Greer,Lynn Greer,PG,Guard,10.5,4.1,0.433,0.346,0.844,0.7,1.3,0.4,0.0,0.4,0.8
Wayns,Maalik Wayns,PG,Guard,6.0,1.9,0.397,0.113,0.447,0.6,1.0,0.6,0.0,0.3,1.5
Baston,Maceo Baston,PF,Front,7.5,2.6,0.617,0.107,0.737,1.6,0.2,0.2,0.4,0.4,1.2
Lampe,Maciej Lampe,C,Front,8.5,2.7,0.347,0.166,0.483,2.0,0.3,0.0,0.1,0.5,1.0
Abdul-Rauf,Mahmoud Abdul-Rauf,PG,Guard,11.8,6.5,0.488,0.286,0.759,0.6,1.9,0.2,0.0,0.6,1.2
Richardson,Malachi Richardson,SG,Guard,8.7,2.8,0.351,0.302,0.787,0.9,0.3,0.2,0.0,0.4,0.8
Brogdon,Malcolm Brogdon,PG,Guard,28.9,13.7,0.471,0.382,0.892,3.8,4.4,0.8,0.2,1.6,1.9
Delaney,Malcolm Delaney,PG,Guard,17.9,5.8,0.378,0.303,0.804,1.7,2.8,0.5,0.0,1.2,1.5
Lee,Malcolm Lee,SG,Guard,10.9,2.7,0.257,0.177,0.474,1.2,0.9,0.4,0.2,0.5,1.0
Miller,Malcolm Miller,SF,Wing,6.7,2.3,0.406,0.391,0.639,0.7,0.2,0.1,0.1,0.1,0.5
Thomas,Malcolm Thomas,PF,Front,7.2,1.5,0.347,0.062,0.454,2.0,0.3,0.1,0.2,0.5,0.5
Allen,Malik Allen,PF,Front,13.9,4.3,0.431,0.166,0.753,2.6,0.4,0.2,0.4,0.5,1.7
Beasley,Malik Beasley,SG,Guard,15.5,7.3,0.440,0.363,0.783,1.7,0.9,0.4,0.0,0.6,0.9
Hairston,Malik Hairston,SG,Guard,8.5,2.7,0.508,0.091,0.426,1.4,0.6,0.2,0.3,0.5,0.9
Monk,Malik Monk,SG,Guard,17.3,8.6,0.393,0.318,0.848,1.9,1.7,0.4,0.2,1.1,1.2
Rose,Malik Rose,PF,Front,17.2,6.3,0.413,0.255,0.763,4.2,0.9,0.5,0.3,1.3,2.2
N'diaye,Mamadou N'diaye,C,Front,9.7,3.2,0.417,0.0,0.768,2.4,0.0,0.1,0.6,0.3,1.7
Mathiang,Mangok Mathiang,C,Front,5.0,2.0,0.571,0.0,0.0,2.5,0.0,0.3,0.0,0.0,1.3
Harris,Manny Harris,SG,Guard,15.2,5.6,0.343,0.263,0.697,2.8,1.1,0.3,0.1,0.9,0.9
Ginobili,Manu Ginobili,SG,Guard,25.1,13.1,0.447,0.368,0.822,3.4,3.7,1.3,0.3,1.9,2.0
Brooks,MarShon Brooks,SG,Guard,18.3,9.8,0.459,0.395,0.758,2.2,1.7,0.7,0.2,1.3,1.2
Gasol,Marc Gasol,C,Front,33.0,14.4,0.482,0.258,0.774,7.5,3.4,0.9,1.4,2.0,2.8
Jackson,Marc Jackson,PF,Front,20.2,8.3,0.433,0.245,0.812,4.4,0.8,0.4,0.2,1.1,2.0
Huertas,Marcelo Huertas,PG,Guard,13.3,3.6,0.395,0.236,0.73,1.3,2.8,0.4,0.1,1.1,1.0
Gortat,Marcin Gortat,C,Front,23.8,9.1,0.542,0.187,0.674,7.4,1.0,0.4,1.0,1.1,2.0
Belinelli,Marco Belinelli,SG,Guard,21.8,9.2,0.419,0.377,0.830,1.9,1.6,0.5,0.0,0.9,1.3
Banks,Marcus Banks,PG,Guard,13.9,5.1,0.381,0.254,0.757,1.2,1.7,0.6,0.1,1.0,1.7
Camby,Marcus Camby,C,Front,28.7,8.6,0.451,0.142,0.646,10.1,1.9,0.9,2.2,1.2,2.5
Cousin,Marcus Cousin,C,Front,4.5,1.0,0.667,0.0,0.0,0.8,0.0,0.0,0.3,0.3,0.3
Derrickson,Marcus Derrickson,PF,Front,6.1,4.2,0.485,0.5,0.8,1.2,0.1,0.0,0.1,0.3,0.8
Fizer,Marcus Fizer,PF,Front,19.1,9.0,0.449,0.285,0.663,4.2,1.0,0.3,0.2,1.3,2.1
Georges-Hunt,Marcus Georges-Hunt,SG,Guard,7.4,2.0,0.362,0.383,0.759,1.1,0.4,0.1,0.0,0.2,0.9
Haislip,Marcus Haislip,PF,Front,8.9,3.3,0.433,0.337,0.585,1.4,0.1,0.1,0.3,0.4,1.1
Landry,Marcus Landry,SF,Wing,6.2,2.4,0.372,0.321,0.6,1.1,0.0,0.1,0.1,0.3,0.8
Morris Sr.,Marcus Morris Sr.,SF,Wing,25.4,11.4,0.417,0.341,0.745,4.3,1.3,0.6,0.2,1.1,2.0
Paige,Marcus Paige,PG,Guard,5.6,2.4,0.286,0.25,1.0,0.8,0.6,0.0,0.0,0.0,0.0
Smart,Marcus Smart,SG,Guard,29.0,10.0,0.373,0.314,0.767,3.6,4.0,1.5,0.3,1.7,2.6
Thornton,Marcus Thornton,SG,Guard,22.9,11.5,0.418,0.358,0.834,2.7,1.3,0.8,0.1,0.9,1.5
Vinicius,Marcus Vinicius,SF,Wing,6.6,1.9,0.458,0.423,0.584,0.7,0.3,0.1,0.1,0.3,0.5
Williams,Marcus Williams,PG,Guard,9.4,3.3,0.499,0.252,0.448,0.9,1.6,0.2,0.0,0.7,0.7
Williams 1,Marcus Williams 1,PG,Guard,9.9,3.8,0.322,0.141,0.423,1.6,1.7,0.2,0.0,0.9,0.7
Collins,Mardy Collins,SG,Guard,14.5,3.8,0.375,0.295,0.604,1.7,1.7,0.5,0.1,1.0,1.3
Shayok,Marial Shayok,SG,Guard,5.0,1.5,0.2,0.333,0.0,1.5,0.5,0.0,0.0,0.5,0.0
Chalmers,Mario Chalmers,PG,Guard,26.4,8.8,0.415,0.345,0.797,2.4,3.7,1.4,0.1,1.8,2.7
Elie,Mario Elie,SF,Wing,22.2,4.4,0.423,0.36,0.797,2.3,1.9,0.9,0.2,0.9,1.6
Hezonja,Mario Hezonja,SF,Wing,18.3,6.8,0.414,0.317,0.822,3.1,1.2,0.7,0.2,1.1,1.6
Kasun,Mario Kasun,C,Front,7.7,2.7,0.464,0.0,0.670,2.4,0.1,0.1,0.2,0.5,2.2
West,Mario West,SG,Guard,8.0,1.5,0.460,0.312,0.580,1.1,0.6,0.4,0.0,0.2,1.1
Blount,Mark Blount,C,Front,21.1,7.4,0.479,0.120,0.714,4.2,0.7,0.5,0.7,1.3,2.3
Bryant,Mark Bryant,PF,Front,6.2,1.2,0.372,0.0,0.700,1.3,0.2,0.1,0.1,0.3,1.3
Jackson,Mark Jackson,PG,Guard,22.9,5.8,0.399,0.299,0.764,2.8,5.7,0.7,0.0,1.7,1.4
Jones,Mark Jones,SG,Guard,11.5,2.3,0.29,0.0,0.5,1.3,0.6,0.5,0.2,0.3,1.6
Madsen,Mark Madsen,PF,Front,11.0,1.8,0.409,0.111,0.457,2.3,0.3,0.2,0.2,0.4,1.8
Pope,Mark Pope,PF,Front,8.0,1.3,0.416,0.092,0.288,1.4,0.2,0.2,0.2,0.3,1.4
Strickland,Mark Strickland,PF,Front,10.2,3.3,0.425,0.25,0.403,2.4,0.2,0.2,0.2,0.5,0.8
Brown,Markel Brown,PG,Guard,13.4,3.9,0.347,0.26,0.526,1.8,0.9,0.4,0.1,0.6,1.4
Fultz,Markelle Fultz,PG,Guard,22.9,9.1,0.432,0.180,0.589,3.3,4.0,1.0,0.2,1.5,2.1
Morris,Markieff Morris,SF,Wing,25.2,11.3,0.442,0.340,0.772,5.2,1.6,0.8,0.5,1.5,2.8
Guduric,Marko Guduric,SG,Guard,11.3,4.0,0.396,0.309,0.92,1.7,1.1,0.3,0.2,0.9,0.8
Jaric,Marko Jaric,SG,Guard,25.0,7.1,0.397,0.351,0.729,2.6,3.6,1.3,0.2,1.5,2.1
Chriss,Marquese Chriss,PF,Front,18.6,7.6,0.447,0.260,0.678,4.8,1.0,0.6,0.8,1.2,2.5
Daniels,Marquis Daniels,SG,Guard,20.9,7.6,0.448,0.209,0.715,2.7,1.7,0.9,0.2,1.1,1.5
Teague,Marquis Teague,PG,Guard,14.6,2.8,0.316,0.233,0.568,1.3,2.3,0.6,0.0,0.9,1.3
Speights,Marreese Speights,C,Front,15.1,7.9,0.457,0.246,0.790,4.0,0.6,0.2,0.4,0.8,2.2
Plumlee,Marshall Plumlee,C,Front,7.3,1.8,0.432,0.0,0.585,2.2,0.4,0.1,0.1,0.5,1.2
Webster,Martell Webster,SF,Wing,21.2,7.4,0.363,0.328,0.711,2.7,0.8,0.4,0.2,0.8,1.5
Andriuskevicius,Martynas Andriuskevicius,C,Front,1.5,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.2
Bagley III,Marvin Bagley III,PF,Front,25.5,14.5,0.485,0.247,0.748,7.5,0.9,0.5,0.9,1.5,2.5
Williams,Marvin Williams,PF,Front,28.0,10.2,0.441,0.327,0.805,5.1,1.2,0.7,0.5,0.9,2.0
Plumlee,Mason Plumlee,C,Front,21.2,8.2,0.585,0.028,0.556,6.1,2.2,0.7,0.9,1.4,2.6
Cleaves,Mateen Cleaves,PG,Guard,10.3,2.7,0.352,0.299,0.731,0.9,1.8,0.3,0.0,0.9,1.2
Thybulle,Matisse Thybulle,SG,Guard,19.5,4.7,0.41,0.352,0.61,1.5,1.2,1.4,0.7,0.8,2.1
Barnes,Matt Barnes,PF,Front,22.9,7.7,0.441,0.303,0.737,4.5,1.7,0.7,0.4,1.2,2.4
Bonner,Matt Bonner,C,Front,16.1,5.5,0.461,0.412,0.767,2.8,0.6,0.3,0.2,0.3,1.5
Bullard,Matt Bullard,PF,Front,13.8,4.6,0.381,0.342,0.815,1.8,0.6,0.1,0.1,0.3,1.0
Carroll,Matt Carroll,SG,Guard,13.3,5.0,0.360,0.291,0.744,1.4,0.6,0.3,0.0,0.5,1.2
Costello,Matt Costello,C,Front,8.0,1.0,0.5,0.0,0.0,2.3,0.5,0.5,0.5,0.3,1.8
Freije,Matt Freije,PF,Front,13.4,3.0,0.293,0.197,0.729,2.0,0.6,0.4,0.1,0.4,1.2
Geiger,Matt Geiger,C,Front,12.1,3.4,0.259,0.0,0.592,2.7,0.2,0.1,0.3,0.6,1.3
Harpring,Matt Harpring,SF,Wing,27.1,11.9,0.479,0.256,0.753,5.2,1.4,0.7,0.1,1.5,2.6
Maloney,Matt Maloney,PG,Guard,16.4,4.2,0.37,0.346,0.682,1.3,2.0,0.6,0.0,0.8,1.1
Mooney,Matt Mooney,SG,Guard,4.8,0.5,0.25,0.0,0.0,0.8,0.3,0.5,0.3,0.0,0.3
Thomas,Matt Thomas,PG,Guard,9.7,4.5,0.486,0.467,0.7,1.5,0.5,0.2,0.0,0.4,0.9
Walsh,Matt Walsh,SG,Guard,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
